"facility_name","facility_id","address","city","state","zip","inspection_date","deficiency_tag","scope_severity","complaint","standard","infctrl","IDR","IIDR","eventid","inspection_text","cms_region","source_file"
"Demo Care Center Region 8-5-1","108040","108040 Demo Avenue","UT Demo City 2","UT","75644","2023-07-06","684","J","0","1","0","0","0","DEMO80148","This is a bundled demo citation for F-684 in CMS Region 8. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 8-5-1 in UT Demo City 2, UT. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-5-2","108041","108041 Demo Avenue","WY Demo City 2","WY","75645","2023-08-12","684","K","1","1","0","0","0","DEMO80149","This is a bundled demo citation for F-684 in CMS Region 8. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 8-5-2 in WY Demo City 2, WY. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-6-1","108050","108050 Demo Avenue","WY Demo City 3","WY","75655","2023-07-15","686","K","1","1","0","0","0","DEMO80150","This is a bundled demo citation for F-686 in CMS Region 8. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 8-6-1 in WY Demo City 3, WY. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-6-2","108051","108051 Demo Avenue","CO Demo City 3","CO","75656","2023-08-21","686","L","0","1","0","0","0","DEMO80151","This is a bundled demo citation for F-686 in CMS Region 8. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 8-6-2 in CO Demo City 3, CO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-7-1","108060","108060 Demo Avenue","CO Demo City 1","CO","75666","2023-07-24","689","L","0","1","0","0","0","DEMO80152","This is a bundled demo citation for F-689 in CMS Region 8. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 8-7-1 in CO Demo City 1, CO. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-7-2","108061","108061 Demo Avenue","MT Demo City 1","MT","75667","2023-08-30","689","J","1","1","0","0","1","DEMO80153","This is a bundled demo citation for F-689 in CMS Region 8. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 8-7-2 in MT Demo City 1, MT. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-8-1","108070","108070 Demo Avenue","MT Demo City 2","MT","75677","2023-08-02","760","J","1","1","0","1","0","DEMO80154","Not Available","8","demo_reg8.xlsx"
"Demo Care Center Region 8-8-2","108071","108071 Demo Avenue","ND Demo City 2","ND","75678","2023-09-08","760","K","0","1","0","0","0","DEMO80155","This is a bundled demo citation for F-760 in CMS Region 8. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 8-8-2 in ND Demo City 2, ND. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-9-1","108080","108080 Demo Avenue","ND Demo City 3","ND","75688","2023-08-11","835","K","0","1","1","0","0","DEMO80156","This is a bundled demo citation for F-835 in CMS Region 8. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 8-9-1 in ND Demo City 3, ND. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-9-2","108081","108081 Demo Avenue","SD Demo City 3","SD","75689","2023-09-17","835","L","1","1","0","0","0","DEMO80157","This is a bundled demo citation for F-835 in CMS Region 8. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 8-9-2 in SD Demo City 3, SD. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-10-1","108090","108090 Demo Avenue","SD Demo City 1","SD","75699","2023-08-20","880","L","1","1","1","0","0","DEMO80158","This is a bundled demo citation for F-880 in CMS Region 8. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 8-10-1 in SD Demo City 1, SD. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 8-10-2","108091","108091 Demo Avenue","UT Demo City 1","UT","75700","2023-09-26","880","J","0","1","1","0","0","DEMO80159","This is a bundled demo citation for F-880 in CMS Region 8. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 8-10-2 in UT Demo City 1, UT. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","8","demo_reg8.xlsx"
"Demo Care Center Region 9-1-1","109000","109000 Demo Avenue","AZ Demo City 1","AZ","76300","2023-06-17","580","J","0","1","0","0","0","DEMO90160","This is a bundled demo citation for F-580 in CMS Region 9. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 9-1-1 in AZ Demo City 1, AZ. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-1-2","109001","109001 Demo Avenue","CA Demo City 1","CA","76301","2023-07-24","580","K","1","1","0","1","0","DEMO90161","This is a bundled demo citation for F-580 in CMS Region 9. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 9-1-2 in CA Demo City 1, CA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-2-1","109010","109010 Demo Avenue","CA Demo City 2","CA","76311","2023-06-26","600","K","1","1","0","0","0","DEMO90162","This is a bundled demo citation for F-600 in CMS Region 9. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 9-2-1 in CA Demo City 2, CA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-2-2","109011","109011 Demo Avenue","HI Demo City 2","HI","76312","2023-08-02","600","L","0","1","0","0","0","DEMO90163","This is a bundled demo citation for F-600 in CMS Region 9. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 9-2-2 in HI Demo City 2, HI. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-3-1","109020","109020 Demo Avenue","HI Demo City 3","HI","76322","2023-07-05","610","L","0","1","0","0","0","DEMO90164","This is a bundled demo citation for F-610 in CMS Region 9. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 9-3-1 in HI Demo City 3, HI. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-3-2","109021","109021 Demo Avenue","NV Demo City 3","NV","76323","2023-08-11","610","J","1","1","0","0","0","DEMO90165","Not Available","9","demo_reg9.xlsx"
"Demo Care Center Region 9-4-1","109030","109030 Demo Avenue","NV Demo City 1","NV","76333","2023-07-14","678","J","1","1","0","0","0","DEMO90166","This is a bundled demo citation for F-678 in CMS Region 9. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 9-4-1 in NV Demo City 1, NV. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-4-2","109031","109031 Demo Avenue","AS Demo City 1","AS","76334","2023-08-20","678","K","0","1","0","0","0","DEMO90167","This is a bundled demo citation for F-678 in CMS Region 9. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 9-4-2 in AS Demo City 1, AS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-5-1","109040","109040 Demo Avenue","AS Demo City 2","AS","76344","2023-07-23","684","K","0","1","0","1","0","DEMO90168","This is a bundled demo citation for F-684 in CMS Region 9. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 9-5-1 in AS Demo City 2, AS. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-5-2","109041","109041 Demo Avenue","GU Demo City 2","GU","76345","2023-08-29","684","L","1","1","1","0","0","DEMO90169","This is a bundled demo citation for F-684 in CMS Region 9. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 9-5-2 in GU Demo City 2, GU. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-6-1","109050","109050 Demo Avenue","GU Demo City 3","GU","76355","2023-08-01","686","L","1","1","0","0","1","DEMO90170","This is a bundled demo citation for F-686 in CMS Region 9. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 9-6-1 in GU Demo City 3, GU. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-6-2","109051","109051 Demo Avenue","MP Demo City 3","MP","76356","2023-09-07","686","J","0","1","0","0","0","DEMO90171","This is a bundled demo citation for F-686 in CMS Region 9. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 9-6-2 in MP Demo City 3, MP. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-7-1","109060","109060 Demo Avenue","MP Demo City 1","MP","76366","2023-08-10","689","J","0","1","0","0","0","DEMO90172","This is a bundled demo citation for F-689 in CMS Region 9. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 9-7-1 in MP Demo City 1, MP. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-7-2","109061","109061 Demo Avenue","AZ Demo City 1","AZ","76367","2023-09-16","689","K","1","1","0","0","0","DEMO90173","This is a bundled demo citation for F-689 in CMS Region 9. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 9-7-2 in AZ Demo City 1, AZ. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-8-1","109070","109070 Demo Avenue","AZ Demo City 2","AZ","76377","2023-08-19","760","K","1","1","0","0","0","DEMO90174","This is a bundled demo citation for F-760 in CMS Region 9. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 9-8-1 in AZ Demo City 2, AZ. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-8-2","109071","109071 Demo Avenue","CA Demo City 2","CA","76378","2023-09-25","760","L","0","1","0","1","0","DEMO90175","This is a bundled demo citation for F-760 in CMS Region 9. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 9-8-2 in CA Demo City 2, CA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-9-1","109080","109080 Demo Avenue","CA Demo City 3","CA","76388","2023-08-28","835","L","0","1","0","0","0","DEMO90176","Not Available","9","demo_reg9.xlsx"
"Demo Care Center Region 9-9-2","109081","109081 Demo Avenue","HI Demo City 3","HI","76389","2023-10-04","835","J","1","1","0","0","0","DEMO90177","This is a bundled demo citation for F-835 in CMS Region 9. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 9-9-2 in HI Demo City 3, HI. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-10-1","109090","109090 Demo Avenue","HI Demo City 1","HI","76399","2023-09-06","880","J","1","1","1","0","0","DEMO90178","This is a bundled demo citation for F-880 in CMS Region 9. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 9-10-1 in HI Demo City 1, HI. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 9-10-2","109091","109091 Demo Avenue","NV Demo City 1","NV","76400","2023-10-13","880","K","0","1","1","0","0","DEMO90179","This is a bundled demo citation for F-880 in CMS Region 9. Surveyors documented concerns related to infection prevention, isolation practices, and hand hygiene at Demo Care Center Region 9-10-2 in NV Demo City 1, NV. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","9","demo_reg9.xlsx"
"Demo Care Center Region 10-1-1","110000","110000 Demo Avenue","AK Demo City 1","AK","77000","2023-07-04","580","K","0","1","0","0","0","DEMO100180","This is a bundled demo citation for F-580 in CMS Region 10. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 10-1-1 in AK Demo City 1, AK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-1-2","110001","110001 Demo Avenue","ID Demo City 1","ID","77001","2023-08-10","580","L","1","1","0","0","0","DEMO100181","This is a bundled demo citation for F-580 in CMS Region 10. Surveyors documented concerns related to physician and family notification after a significant change in status at Demo Care Center Region 10-1-2 in ID Demo City 1, ID. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-2-1","110010","110010 Demo Avenue","ID Demo City 2","ID","77011","2023-07-13","600","L","1","1","1","1","0","DEMO100182","This is a bundled demo citation for F-600 in CMS Region 10. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 10-2-1 in ID Demo City 2, ID. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-2-2","110011","110011 Demo Avenue","OR Demo City 2","OR","77012","2023-08-19","600","J","0","1","0","0","0","DEMO100183","This is a bundled demo citation for F-600 in CMS Region 10. Surveyors documented concerns related to resident protection from abuse, neglect, and mistreatment at Demo Care Center Region 10-2-2 in OR Demo City 2, OR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-3-1","110020","110020 Demo Avenue","OR Demo City 3","OR","77022","2023-07-22","610","J","0","1","0","0","0","DEMO100184","This is a bundled demo citation for F-610 in CMS Region 10. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 10-3-1 in OR Demo City 3, OR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-3-2","110021","110021 Demo Avenue","WA Demo City 3","WA","77023","2023-08-28","610","K","1","1","0","0","0","DEMO100185","This is a bundled demo citation for F-610 in CMS Region 10. Surveyors documented concerns related to investigation, prevention, and correction of abuse allegations at Demo Care Center Region 10-3-2 in WA Demo City 3, WA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-4-1","110030","110030 Demo Avenue","WA Demo City 1","WA","77033","2023-07-31","678","K","1","1","0","0","0","DEMO100186","This is a bundled demo citation for F-678 in CMS Region 10. Surveyors documented concerns related to CPR readiness, emergency response, and staff preparedness at Demo Care Center Region 10-4-1 in WA Demo City 1, WA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-4-2","110031","110031 Demo Avenue","AK Demo City 1","AK","77034","2023-09-06","678","L","0","1","0","0","1","DEMO100187","Not Available","10","demo_reg10.xlsx"
"Demo Care Center Region 10-5-1","110040","110040 Demo Avenue","AK Demo City 2","AK","77044","2023-08-09","684","L","0","1","0","0","0","DEMO100188","This is a bundled demo citation for F-684 in CMS Region 10. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 10-5-1 in AK Demo City 2, AK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-5-2","110041","110041 Demo Avenue","ID Demo City 2","ID","77045","2023-09-15","684","J","1","1","0","1","0","DEMO100189","This is a bundled demo citation for F-684 in CMS Region 10. Surveyors documented concerns related to quality of care planning, monitoring, and follow-through at Demo Care Center Region 10-5-2 in ID Demo City 2, ID. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-6-1","110050","110050 Demo Avenue","ID Demo City 3","ID","77055","2023-08-18","686","J","1","1","0","0","0","DEMO100190","This is a bundled demo citation for F-686 in CMS Region 10. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 10-6-1 in ID Demo City 3, ID. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-6-2","110051","110051 Demo Avenue","OR Demo City 3","OR","77056","2023-09-24","686","K","0","1","0","0","0","DEMO100191","This is a bundled demo citation for F-686 in CMS Region 10. Surveyors documented concerns related to pressure ulcer prevention, treatment, and skin integrity monitoring at Demo Care Center Region 10-6-2 in OR Demo City 3, OR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-7-1","110060","110060 Demo Avenue","OR Demo City 1","OR","77066","2023-08-27","689","K","0","1","0","0","0","DEMO100192","This is a bundled demo citation for F-689 in CMS Region 10. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 10-7-1 in OR Demo City 1, OR. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level K was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-7-2","110061","110061 Demo Avenue","WA Demo City 1","WA","77067","2023-10-03","689","L","1","1","0","0","0","DEMO100193","This is a bundled demo citation for F-689 in CMS Region 10. Surveyors documented concerns related to accident hazards, supervision, and assistive device safety at Demo Care Center Region 10-7-2 in WA Demo City 1, WA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-8-1","110070","110070 Demo Avenue","WA Demo City 2","WA","77077","2023-09-05","760","L","1","1","0","0","0","DEMO100194","This is a bundled demo citation for F-760 in CMS Region 10. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 10-8-1 in WA Demo City 2, WA. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level L was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-8-2","110071","110071 Demo Avenue","AK Demo City 2","AK","77078","2023-10-12","760","J","0","1","1","0","0","DEMO100195","This is a bundled demo citation for F-760 in CMS Region 10. Surveyors documented concerns related to medication regimen review and unnecessary drug monitoring at Demo Care Center Region 10-8-2 in AK Demo City 2, AK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
"Demo Care Center Region 10-9-1","110080","110080 Demo Avenue","AK Demo City 3","AK","77088","2023-09-14","835","J","0","1","0","1","0","DEMO100196","This is a bundled demo citation for F-835 in CMS Region 10. Surveyors documented concerns related to administrative oversight, policy implementation, and accountability at Demo Care Center Region 10-9-1 in AK Demo City 3, AK. The record is synthetic and exists only to preview dashboard behavior when the full processed dataset is unavailable. Staff interviews, policy review, and document review suggested the facility needed stronger monitoring, clearer follow-up actions, and more consistent compliance controls. Severity level J was assigned after considering resident risk, repeat observations, and leadership response during the mock survey timeline.","10","demo_reg10.xlsx"
